,headline,label,gpt_response
348,Why Kroger Offers Good Value for Money,neutral,1)
349,"Target Displays Solid 6-Month Run-Up, Adds More Than 40%",neutral,Positive
350,Highs Across The Board (Wall Street Breakfast Podcast),negative,Neutral
351,Wall Street Breakfast: Highs Across The Board,negative,Neutral
352,Key Takeaways From Kroger's –st-Quarter Earnings,positive,Neutral
353,New player stands out in grocery store sector,positive,Neutral
354,The Kroger Co. (KR) CEO Rodney McMullen on Q1 2019 Results - Earnings Call Transcript,positive,Neutral
355,Kroger down post Q1 results,positive,negative
356,"Kroger EPS beats by $0.01, revenue in-line",positive,Positive
357,Notable earnings before Thursday's open,negative,Neutral
358,Kroger Q1 2020 Earnings Preview,negative,Neutral
359,"Slack Direct Listing, Pot Stock Earnings Lead Investing Action Plan",negative,Positive
360,"Watching This Week: Fed Decision; Oracle, Kroger Earnings",negative,Neutral
361,Check Out Kroger's (KR) Probability to Beat in Q1 Earnings,neutral,Neutral
362,Wall Street Brunch,neutral,neutral
363,Kroger Earnings Preview: Waiting For The Inflection Point,neutral,Neutral
364,Buy Kroger (KR) Stock Before Q1 Earnings as Amazon-Inspired Grocery Delivery Expands?,negative,1)
365,IPO Update: Grocery Outlet Holdings Prepares $275 Million IPO,negative,Neutral
366,Target (TGT) Hikes Dividend: Here's What Else You Should Know,negative,1)
367,Kroger (KR) Reports Next Week: What to Expect,neutral,neutral
368,Fears Related To Kroger Stock Are Overstated,neutral,Neutral
369,Kroger breaks ground on e-commerce center,neutral,Neutral
370,"The Zacks Analyst Blog Highlights: Ocado, Kroger, Amazon and Alphabet",neutral,Neutral
371,Protests Roil Hong Kong Markets (Wall Street Breakfast Podcast),neutral,Negative
372,Wall Street Breakfast: Protests Roil Hong Kong Markets,neutral,Neutral
373,XLP: Consumer Staples Performance And Valuation Update,neutral,neutral
374,Kroger starts stocking CBD products,positive,Neutral
375,Walmart (WMT) Stock Looks Like a Buy at New Highs Amid Delivery Push,positive,Positive
376,Amazon's New Robots to Aid Automation at Fulfillment Centers,neutral,1)
377,Buy Plant-Based Burger Maker Beyond Meat After BYND Stock Soars Following Q1 Earnings?,neutral,neutral
378,Why We Sold Our Option Premium In Kroger,positive,neutral
379,Kroger: The Top Grocery Stock For 2019,positive,positive
380,' Companies With Historically Low Valuations,positive,neutral
381,Buy Five Below (FIVE) Stock Heading into Q1 2019 Earnings?,positive,neutral
382,Buy Beyond Meat (BYND) Stock Before Q1 Earnings with Shares up 50%?,positive,2)
383,What to Expect from Costco (COST) Q3 2019 Earnings Thursday,negative,Neutral
384,Buy Dollar General (DG) Stock Before Q1 Earnings After Target Soars?,negative,neutral
385,Hold Kroger For Now,negative,neutral
386,Buy Costco (COST) Stock Before Q3 Earnings After Walmart & Target Impress?,negative,Positive
387,"Hot Options Report For End Of Day - Tuesday, May 21",negative,Neutral
388,"Most Active Equity Options And Strikes For Midday - Tuesday, May 21",negative,Neutral
389,Kroger: A Bargain Dividend Stock Near A 5-Year Low,negative,Neutral
390,Kroger +1% as Bernstein boosts to Outperform on strategy,negative,positive
391,Grocery Outlet Files For $100 Million IPO,negative,1)
392,Lidl preps for U.S. expansion,negative,1)
393,Buy Walmart (WMT) Stock After Q1 Earnings on Delivery & E-commerce Strength?,negative,Positive
394,"The Zacks Analyst Blog Highlights: Beyond Meat, Restaurant Brands, McDonald's and Kroger",negative,Neutral
395,Why Target (TGT) Stock Looks Like a Buy Heading into Q1 2019 Earnings,negative,positive
396,Meatless Burgers Selling Like Hotcakes: Fad or Budding Trend?,negative,Neutral
397,Kroger (KR) Stock Moves -1.7%: What You Should Know,neutral,Neutral
398,Major retailers exploring CBD product lines,neutral,Neutral
399,Buy Walmart (WMT) Stock Ahead of Q1 Fiscal 2020 Earnings Thursday?,positive,1)
400,Jeff Auxier Comments on Kroger,negative,neutral
401,Better Long-Term Buy: Amazon (AMZN) vs. Apple (AAPL) Stock,positive,Neutral
402,Kroger (KR) Gains As Market Dips: What You Should Know,positive,1)
403,How Vitamin Shoppe (VSI) Looks Just Ahead of Q1 Earnings,positive,Neutral
404,3 Large-Cap Stocks for Income Investors to Buy Right Now,positive,positive
405,3 Large-Cap Stocks for Income Investors to Buy Right Now,positive,1)
406,Kroger (KR) Dips More Than Broader Markets: What You Should Know,neutral,Negative
407,"Monarch Capital Management Inc Buys The Kroger Co, Dell Technologies Inc, Constellation Brands ...",neutral,1)
408,Kroger Concludes Sale of Turkey Hill to Peak Rock Affiliate,neutral,Neutral
409,"Capital Investment Counsel, Inc Buys FedEx Corp, Aerojet Rocketdyne Holdings Inc, Monmouth Real ...",positive,neutral
410,Kroger closes on Turkey Hill sale,positive,Neutral
411,Here's What to Expect from Amazon's (AMZN) Q1 2019 Earnings Results,positive,neutral
412,2 Top-Notch Tech Bigwigs to Buy Ahead of Earnings,positive,neutral
413,Is the Death of Retail Trade Greatly Exaggerated?,positive,Neutral
414,Is the Death of Retail Trade Greatly Exaggerated?,positive,Neutral
415,Is The Death Of Retail Trade Greatly Exaggerated? Part 16,neutral,Neutral
416,Kroger starts self-driving deliveries in Houston,neutral,Neutral
417,Grocery stocks edge higher after sector M&A,neutral,1)
418,Why Kroger (KR) is a Great Dividend Stock Right Now,negative,neutral
419,IBM's Blockchain Service Adopted by Albertsons Companies,negative,Positive
420,"Fines threatened for Walmart, Kroger, others in selling tobacco to minors",negative,Negative
421,"Will Amazon's Robotics Startup Buyout Hurt WMT, TGT & KR?",negative,Neutral
422,"QUANTRES ASSET MANAGEMENT Ltd Buys Micron Technology Inc, Netflix Inc, DowDuPont Inc, Sells ...",negative,1)
423,The Potential Illiquidity Bonanza,positive,Neutral
424,General Mills: A Few Concerns,positive,Negative
425,Kroger restocks Restock management team,positive,Neutral
426,Amazon (AMZN) Stock Looks Like a Buy Heading into Q1 2019 Earnings,neutral,positive
427,"Thompson Rubinstein Investment Management Inc Buys International Business Machines Corp, ...",neutral,Positive
428,The R.I.P. Portfolio's Q1 2019 Update,neutral,neutral
429,Amazon to Boost Grocery Presence With Price Cut Strategy,negative,Neutral
430,Kroger Shares Slide As Whole Foods Slashes Prices On Hundreds Of Items,negative,Negative
431,Whole Foods price cuts on the way again,negative,1)
432,Amazon cutting Whole Foods prices - WSJ,negative,1)
433,5 Stocks With High Business Predictability Ratings,negative,Neutral
434,"Smithfield Foods Donates More Than '5,……… Pounds of Protein to the Tarrant Area Food Bank",neutral,Positive
435,Wolfe Research warns on Kroger,neutral,2)
436,Bear of the Day: Dean Foods Company (DF),neutral,3)
437,Kroger (KR) is a Top Dividend Stock Right Now: Should You Buy?,neutral,Neutral
438,"Buy Walgreens (WBA) Stock Ahead of Q2 Earnings, Before CBD Push?",neutral,1)
439,Why You Should Buy Williams-Sonoma (WSM) Stock Right Now,positive,1)
440,Better Buy Amid Tech Diversification: Apple (AAPL) vs. Amazon (AMZN) Stock,positive,Neutral
441,Macy's: A Real Value Play In A Doomed Retail World,positive,Positive
442,Beacon Roofing's Q2 Performance to be Hit by Adverse Weather,positive,Negative
443,3 Blue-Chip Stocks to Buy Right Now,positive,1)
444,Largest insider sale at Kroger in six years,negative,Neutral
445,Kroger (KR) to Divest Turkey Hill & Focus on Core Operations,negative,1)
446,Kroger sells Turkey Hill business,negative,Neutral
447,Amazon brands not dominating as feared,positive,Neutral
448,Kroger declares $0.14 dividend,neutral,1)
449,Kroger Concludes Sale of You Technology for $565 Million,neutral,Positive
450,Podcast 3/10/19: Week In Review And Market Forecasting,neutral,Neutral
451,Kroger closes on You Technology sale,neutral,1)
452,At The U.S. Retail Sales Register,negative,neutral
453,This is Why Kroger (KR) is a Great Dividend Stock,negative,neutral
454,Kroger Has An Advantage Over Amazon In Groceries,negative,Neutral
455,"Company News For Mar 8, 2019",negative,neutral
456,Jobs Report Reveals Latest On The Economy (Wall Street Breakfast Podcast),negative,Neutral
457,Wall Street Breakfast: Jobs Report Reveals Latest On The Economy,negative,neutral
458,Kroger: Uninspiring Performance Is No Surprise,positive,Neutral
459,Global Markets Trade Lower Thursday,positive,negative
460,Kroger's 4th-Quarter Earnings Miss Expectations,positive,2)
461,Kroger Tumbles on 4th-Quarter Results,positive,2)
462,Kroger Co. (KR) CEO Rodney McMullen on Q4 2018 Results - Earnings Call Transcript,positive,Neutral
463,"Dow, S&P 500, Nasdaq Take More Heat, But Software Stocks Bounce Back",positive,Neutral
464,"Kroger's (KR) Q4 Earnings Miss Estimates, FY19 View Soft",positive,Negative
465,"Panoply of Pre-Market Data: Jobless Claims, ECB, Productivity & Kroger",positive,Neutral
466,Kroger CFO Michael Schlotman Weighs In On Q4 Earnings Miss,positive,Neutral
467,"KR, RIO among premarket losers",positive,Neutral
468,Kroger -9% after margins tighten,positive,Negative
469,"Kroger misses by $0.04, misses on revenue",positive,Negative
470,Costco (COST) Q2 Earnings Preview,negative,Neutral
471,"Okta, Burlington Stores, Tech Data Lead Key Earnings Reports Thursday: Action Plan",negative,Neutral
472,Notable earnings before Thursday's open,negative,Neutral
473,Kroger Q4 2018 Earnings Preview,negative,Neutral
474,Buy Target (TGT) Stock After Q4 Earnings on E-Commerce Growth?,positive,positive
475,Amazon Bolsters Retail Focus with New Grocery Store Plans,positive,1)
476,Here's Why Amazon's Stock Faces Trouble,positive,negative
477,What to Expect from Kroger (KR) Earnings as Amazon Expands Grocery Business,positive,Neutral
478,FDA cracks down on retail chains for youth tobacco sales,positive,Neutral
479,FDA cracks down on retail chains for youth tobacco sales,positive,negative
480,BAML positive on Kroger ahead of earnings,positive,Positive
481,Amazon coming in big with new grocery store concept,positive,1)
482,What to Expect from Costco (COST) Earnings as E-Commerce Expands,negative,Neutral
483,What to Expect from Target's (TGT) Q4 Earnings Tuesday,negative,Neutral
484,Competitors' Shares Tumble On Report Amazon To Open New Grocery Chain,negative,Negative
485,Amazon plans new grocery chain - report,negative,Positive
486,Kohl's (KSS) Q4 Earnings Set to Gain From Solid Sales Drivers,negative,1)
487,Stocks Generating Improved Relative Strength: Kroger,negative,1)
488,Kroger: 20% Upside Potential For 2019,positive,1)
489,Here's Why Target's (TGT) Q4 Earnings are Likely to Rise Y/Y,positive,1)
490,KR vs. WMT: Which Stock Should Value Investors Buy Now?,positive,Neutral
491,Is Kroger (KR) a Great Value Stock Right Now?,negative,Neutral
492,Buy Target (TGT) Stock After Walmart's (WMT) Strong Holiday Quarter?,negative,positive
493,Buy Walmart (WMT) Stock After Blowout Holiday Quarter Earnings?,negative,1)
494,Stocks Generating Improved Relative Strength: Kroger,negative,1)
495,"Herbalife Nutrition (HLF) Beats on Q4 Earnings, Sales Up Y/Y",negative,1)
496,Top Ranked Value Stocks to Buy for February 19th,negative,neutral
497,"Walmart (WMT) Q4 Earnings Beat Estimates, Stock Rallies",negative,1)
498,Should Value Investors Pick Kroger Co. (KR) Stock?,negative,Neutral
499,Is The Kroger (KR) Stock Outpacing Its Retail-Wholesale Peers This Year?,positive,neutral
500,Kroger's New Payment Options to Enrich Shopper's Experience,positive,1)
501,Will Higher Revenues Drive Sprouts Farmers' (SFM) Q4 Earnings?,positive,Neutral
502,There Is More Than One Reason To Like Kroger,neutral,Neutral
503,5 Retail Stocks Likely to Steal the Show This Earnings Season,neutral,Neutral
504,Retailers brush off racketeering lawsuit,negative,Neutral
505,"73 Firms Going Ex-Dividend Next Week, Including Amgen, BB&T And Schlumberger",negative,Neutral
506,Buckingham cautious on Kroger,negative,Neutral
507,FDA to bar certain Walgreens and Circle Ks from selling tobacco products,neutral,Negative
508,Kroger expands Home Chef products to more stores,neutral,1)
509,Is Kroger (KR) a Great Value Stock Right Now?,positive,Neutral
510,Microsoft: Anti-Amazon Paying Off,negative,1)
511,Why Blue Apron Could Have Turnaround Potential,neutral,1)
512,Kroger declares $0.14 dividend,negative,1)
513,Buy Walmart (WMT) Stock For 2019 on Morgan Stanley Upgrade?,neutral,1)
514,RetirementRx: Turning 5 And Exceeding Income Expectations,neutral,1)
515,Nicholas Ward's Dividend Growth Portfolio: 2018 Review,positive,neutral
516,Walmart's Latest Move to Step Up Online Grocery Delivery Game,positive,Positive
517,"Amazon Roundup: CES, Whole Foods, AWS, Robotics, Dash, India",positive,Neutral
518,Highlights from Kroger CEO's presentation,neutral,Neutral
519,Volkswagen Looks For Auto Sales Crown (Wall Street Breakfast Podcast),neutral,Neutral
520,Wall Street Breakfast: Volkswagen Looks For Auto Sales Crown,neutral,Neutral
521,Whole Foods eyes vacant Sears stores,neutral,Neutral
522,Kroger sets $1.2B debt offering,negative,Neutral
523,Undervalued Dividend Growth Stocks - January 2019,neutral,neutral
524,Perishable food play from Amazon,neutral,Neutral
525,"Microsoft, Kroger team on connected stores",neutral,Neutral
526,Kroger Shows Market Leadership With Jump To 85 RS Rating,negative,Neutral
527,Lanny's December Dividend Income Summary,negative,neutral
528,Supermarkets Industry Outlook: Omnichannel Plans Hold the Key,positive,Neutral
529,The R.I.P. Portfolio's Q4 2018 Update,positive,neutral
530,ClaaP Meets CRaP,positive,Neutral
531,6 Guru Stocks With a Growing Book Value,negative,Neutral
532,Amazon to Expand Grocery Retail With More Whole Foods Stores,negative,1)
533,5 Consumer Defensive Stocks That Beat the Market in —…–8,positive,1)
534,$13 Million Investment Bank Managed Stock Market And Bond Portfolio Review,positive,neutral
535,Walgreens Shares Slide on $– Billion Cost-Savings Program,neutral,2)
536,Amazon struggles in grocery push,neutral,Negative
537,Kroger to partner with Inmar,negative,1)
538,Kroger begins autonomous deliveries,negative,1)
539,Longtime Kroger CFO to step down,negative,Neutral
540,Should iShares Morningstar Mid-Cap Value ETF (JKI) Be on Your Investing Radar?,negative,Neutral
541,"Kroger Clears Key Benchmark, Hitting 90-Plus RS Rating",positive,1)
542,Amazon Go goes real small in Seattle,positive,neutral
543,Here's What to Expect from Costco (COST) Earnings Thursday,positive,neutral
544,InvestEd: Ep. 192 - What Happened? Amazon And Whole Foods,positive,Neutral
545,"Who Will Fill the Void Created by Toys ""R"" Us This Christmas?",positive,neutral
546,Kroger Dividend: By The Numbers,negative,Neutral
547,Harsh comparison made on Kroger,negative,Neutral
548,Big Lots: Little Room To Maneuver,positive,Neutral
549,Kroger Earns Relative Strength Rating Upgrade; Hits Key Threshold,positive,1)
550,Jobs Report Takes Center Stage (Wall Street Breakfast Podcast),positive,Neutral
551,Wall Street Breakfast: Nonfarm Payrolls Take Center Stage,positive,neutral
552,November Employment Report Preview,positive,Neutral
553,Attention Kroger Shoppers: Beware Of This Stock,positive,Negative
554,Kroger Co. (KR) CEO Rodney McMullen on Q3 2018 Results - Earnings Call Transcript,positive,Neutral
555,"Buy Costco (COST) Stock Before Earnings, After Kroger's Beat?",positive,neutral
556,Kroger Partners With Walgreens to Keep Amazon at Bay,positive,Positive
557,"Huawei, Sears, Kroger & Jobs in Spotlight As Stocks Continue to Fall",positive,Negative
558,Kroger (KR) Q3 Earnings and Revenues Top Estimates,positive,1)
559,Post-earnings dip for Kroger,positive,Negative
560,"Kroger beats by $0.05, revenue in-line",positive,1)
561,"Walmart Stands To 'Save Money, Live Better' - With Robots",negative,Positive
562,Buy Walgreens (WBA) Stock on Expanded Kroger (KR) Partnership?,negative,positive
563,Kroger and Walgreens to partner on meal kits,negative,positive
564,Kroger Earnings: What's Next?,positive,Neutral
565,United Natural Plans to Sell Hornbacher's Stores to Coborn's,positive,neutral
